LoanNumber,GLPrincipalBalance,APR,AmortizedPaymentAmount,DaysPastDue,OriginalValue,CreditScore,Term,Mo_Term,Mo_Payment,Rem_Term,Seasoning,Bad
978,11842.9,17.99,141.18,950,7825,653,138,31,304.95,59,-0.90,1
979,5534.59,17.99,243.84,0,10425,608,130,31,526.69,12,0.61,0
980,12849.99,14.94,368.89,243,15100,503,117,32,796.80,18,0.44,1
981,4114.56,20.92,240.42,0,9325,611,133,35,519.31,9,0.74,0
982,11924.79,20.92,250.29,0,11000,577,138,34,540.63,28,0.18,0
983,5407.02,18.01,345.16,0,4450,643,65,76,345.16,18,0.76,0
984,5032.94,17.93,222,0,8925,620,142,36,479.52,12,0.67,0
985,1721.03,14.98,483.42,0,6950,594,61,56,483.42,4,0.93,0
986,7795.18,19.92,195.6,0,10275,599,130,29,422.50,22,0.24,0
987,6091.5,20.98,394,14,7750,556,59,76,394.00,18,0.76,0
989,14574.05,18.99,230,1055,6175,429,99,29,496.80,40,-0.38,1
991,2209.55,18.99,185,0,4800,519,107,29,399.60,6,0.79,0
992,8928.74,18.99,575.42,149,12025,469,67,58,575.42,18,0.69,1
993,2653.46,18.99,200,0,5225,509,104,30,432.00,7,0.77,0
994,6126.08,18.99,275,0,11200,649,119,34,594.00,11,0.68,0
995,2577.9,18.99,495,89,8975,617,60,60,495.00,5,0.92,0
996,1094.67,18.99,250,48,7725,612,101,31,540.00,2,0.94,0
998,2377.07,18.99,200,0,8175,593,102,31,432.00,6,0.81,0
1000,3729.42,18.95,353.35,31,7375,622,66,42,353.35,12,0.71,0
1001,5171.5,18.99,210,0,9000,522,108,31,453.60,13,0.58,0
1003,2037.35,18,385,794,3875,472,46,63,385.00,6,0.90,1
1004,7727.22,18.98,350,1065,4150,507,36,52,350.00,27,0.48,1
1005,7537.98,18.99,270,75,11100,489,115,12,583.20,15,-0.25,0
1006,4531.55,18.89,300,0,6950,527,52,36,300.00,17,0.53,0
1007,9151.77,18.99,369.71,1048,7275,541,50,50,369.71,32,0.36,1
1010,4800.12,18.99,225,101,6100,469,97,52,486.00,11,0.79,0
1011,1388.33,18.99,235,34,7625,535,114,61,507.60,3,0.95,0
1012,4875.57,18.99,480.02,0,10950,534,53,57,480.02,11,0.81,0
1013,1645.58,18.99,550,0,9975,650,49,63,550.00,3,0.95,0
1014,6019.73,18.99,380,42,10600,537,53,57,380.00,18,0.68,0
1015,3353.03,18.99,240,0,13525,655,116,29,518.40,7,0.76,0
1016,2571.79,18.99,235,0,10800,500,118,29,507.60,5,0.83,0
1017,2321.17,18.99,265,2,9875,589,103,30,530.00,5,0.83,0
1018,1624.83,18.99,235,0,5275,481,103,28,507.60,3,0.89,0
1019,2563.65,18.99,290,0,9200,568,129,29,626.40,4,0.86,0
1020,4432.72,18,325,1041,1800,561,50,62,325.00,15,0.76,1
1024,4013.99,18.99,417.43,78,9825,512,56,62,417.43,11,0.82,0
1025,1557.72,18.99,150,0,7150,659,1545,49,324.00,5,0.90,0
1026,3198.46,18.98,210,86,6150,512,109,28,453.60,8,0.71,0
1027,3952.38,18.98,190,26,5775,531,103,32,410.40,11,0.66,0
1031,3114.68,18.99,115,3,7550,571,124,29,248.40,14,0.52,0
1033,3428.19,18,150,865,2475,582,110,29,324.00,12,0.59,1
1035,4933.78,18.99,400,43,8500,561,49,72,400.00,14,0.81,0
1036,4244.19,18.99,400,0,12350,608,71,117,400.00,12,0.90,0
1037,5456.26,12,266.93,0,9725,652,61,60,266.93,23,0.62,0
1039,5512.92,18.99,435,67,9050,512,57,118,435.00,14,0.88,0
1040,2015.16,18.99,215,30,7350,549,110,55,464.40,5,0.91,0
1041,4458.59,19,235,0,6950,570,197,34,470.00,10,0.71,0
1042,1615.79,18.98,195,69,6925,550,103,56,421.20,4,0.93,0
1043,3777.43,18.99,205,0,7500,537,98,60,410.00,10,0.83,0
1045,2020.01,18.99,170,0,5000,492,105,56,367.20,6,0.89,0
1046,3958.17,18.99,215,26,9800,598,98,56,464.40,9,0.84,0
1047,6083.2,18.99,190,97,6875,495,113,61,410.40,17,0.72,0
1048,2663.39,18.99,240,0,8850,568,106,58,518.40,5,0.91,0
1049,2119.09,18.99,400,74,3675,520,51,73,400.00,6,0.92,0
1050,1976.94,18.98,210,0,7700,570,106,34,453.60,5,0.85,0
1051,11198.41,18.99,190,825,5575,491,108,28,410.40,36,-0.29,1
1052,6575.29,18.99,235,782,8050,519,96,28,507.60,15,0.46,1
1053,6650.88,18.99,190,549,6600,574,106,45,410.40,19,0.58,1
1054,1654.13,18,175,755,3725,617,108,42,378.00,5,0.88,1
1055,1905.13,18.99,165,943,1900,517,85,42,356.40,6,0.86,1
1056,3832.87,18.99,175,82,6675,524,98,43,378.00,11,0.74,0
1058,4324,18.99,425,19,8800,528,63,46,425.00,11,0.76,0
1061,14455.21,18.99,275,656,11650,609,117,30,594.00,31,-0.03,1
1062,5640.09,18.99,240,19,13850,748,123,30,518.40,12,0.60,0
1063,2248.74,18.99,230,0,10275,472,114,29,496.80,5,0.83,0
1066,2060.98,18.99,245,0,6850,481,108,29,529.20,4,0.86,0
1067,4564.67,18.99,200,0,6250,510,104,29,400.00,13,0.55,0
1068,5463.78,18.99,300,3,9350,626,123,26,648.00,9,0.65,0
1071,4778.94,18.99,275,0,9400,686,117,26,594.00,9,0.65,0
1072,3907.47,18.99,200,13,7650,463,120,28,432.00,10,0.64,0
1074,2602.44,18.99,215,27,6825,430,109,27,464.40,6,0.78,0
1075,4041.34,18.99,450,0,9900,514,50,61,450.00,10,0.84,0
1078,5751.81,18.99,200,139,5600,536,110,57,432.00,15,0.74,1
1079,4378.95,18.99,347.88,1060,2475,631,49,120,347.88,14,0.88,1
1080,8771.22,18.99,325,0,14500,478,1798,28,702.00,14,0.50,0
1082,1797.07,18.99,210,479,6025,444,103,56,453.60,4,0.93,1
1083,2446.63,18.99,260,12,11850,506,108,28,561.60,5,0.82,0
1088,7888.46,18.99,275,61,14925,612,116,56,594.00,15,0.73,0
1089,3651.86,19,410.38,0,12125,542,71,120,410.38,10,0.92,0
1090,4235.77,18.99,510,0,11675,569,50,124,510.00,9,0.93,0
1092,4569.47,18.99,450,0,9525,678,58,125,450.00,11,0.91,0
1094,4694.26,18.99,200,0,5875,709,118,56,432.00,12,0.79,0
1096,3711.36,18.99,250,0,9025,416,104,25,540.00,7,0.72,0
1097,9110.27,18.99,215,664,11250,526,94,27,464.40,24,0.11,1
1098,2383.74,18.99,200,0,6150,506,113,29,432.00,6,0.79,0
1100,4656.74,18.99,200,24,6800,488,108,28,432.00,12,0.57,0
1101,5494.24,18.99,225,82,8550,485,109,25,486.00,13,0.48,0
1103,3895.95,18.99,310,0,18900,530,115,29,669.60,6,0.79,0
1106,3811.06,18.99,190,0,8700,446,124,20,410.40,10,0.50,0
1107,1143.9,18.99,215,0,8650,467,109,27,464.40,3,0.89,0
1108,9890.5,18.99,200,1035,6800,583,102,20,432.00,29,-0.45,1
1109,1141.1,18.99,225,0,12525,603,113,23,486.00,2,0.91,0
1110,1141.51,18.99,235,6,5400,524,100,26,507.60,2,0.92,0
1111,1390.44,18.99,275,0,10950,573,92,24,594.00,2,0.92,0
1112,2137.18,18.99,565,18,14350,476,53,60,565.00,4,0.93,0
1114,3459.71,18.99,295,5,16875,527,110,29,637.20,6,0.79,0
1116,3271.8,18.95,473.38,76,12150,611,60,66,473.38,7,0.89,0
1117,10118.27,18.99,290,1049,14450,486,96,29,626.40,19,0.34,1
1120,1197.84,18.99,250,0,10900,548,109,27,540.00,2,0.93,0
1122,4353.41,18.99,285,82,9025,603,105,28,615.60,8,0.71,0
1123,10925.52,19.01,560,14,12625,500,55,60,560.00,24,0.60,0
1125,4102,18.99,210,0,7600,594,105,28,453.60,10,0.64,0
1127,3934.07,18.99,270,0,10400,538,100,28,583.20,7,0.75,0
1129,4521.27,18.99,200,138,6375,496,93,31,432.00,12,0.61,0
1131,5730.12,18.99,220,0,10800,625,111,28,475.20,13,0.54,0
1132,3298.25,18,200,860,3100,572,111,33,432.00,8,0.76,1
1134,3803.94,18.99,220,16,8400,414,95,69,475.20,9,0.87,0
1135,5635.2,18.99,240,2,9000,575,105,31,518.40,12,0.61,0
1137,6233.37,19.02,250,0,9275,592,105,68,500.00,14,0.79,0
1138,4188.95,18.99,315,0,16000,721,94,35,680.40,7,0.80,0
1142,6129.16,18.99,250,59,11250,592,121,30,540.00,13,0.57,0
1143,2233.76,18.98,400,0,8925,547,44,59,400.00,6,0.90,0
1144,1876.07,18.98,320,0,5025,577,53,61,320.00,6,0.90,0
1146,6878.33,18.98,390,19,9800,520,57,145,390.00,21,0.86,0
1147,1454.17,18.99,135,68,4325,567,109,64,291.60,5,0.92,0
1148,1116.03,18.99,450,0,6200,680,45,72,450.00,3,0.96,0
1149,3035.42,18.98,335,0,6050,500,49,57,335.00,10,0.82,0
1150,10484.27,18.99,588.05,0,16525,474,59,57,588.05,21,0.63,0
1151,5354.76,18.99,200,163,5050,603,100,28,400.00,15,0.46,0
1153,1293.48,18.99,165,48,3450,550,93,26,356.40,4,0.85,0
1154,5615.62,18.98,330,25,7300,497,56,60,330.00,20,0.67,0
1155,2085.72,18.95,300,0,6125,443,48,124,300.00,7,0.94,0
1156,1198.26,18.97,500,0,13775,628,40,49,500.00,2,0.96,0
1157,3171.2,18.99,370,1,5500,492,45,79,370.00,9,0.89,0
1158,4986.76,18.98,415,86,9300,548,49,57,415.00,13,0.77,0
1159,1299.85,18.99,250,1,11500,613,103,24,540.00,2,0.92,0
1160,5879.45,18.98,304.76,746,4650,528,40,63,304.76,23,0.63,1
1162,4630.23,18.99,444.52,15,9950,607,58,49,444.52,11,0.78,0
1163,1844.53,18.99,380,0,6475,606,57,48,380.00,5,0.90,0
1164,1349.58,18,320,0,3750,606,71,134,320.00,4,0.97,0
1165,5672.88,18.99,220,54,7650,538,109,60,475.20,13,0.78,0
1166,4278.98,18.99,260,0,10175,617,118,26,561.60,8,0.69,0
1167,4622.61,18.98,410,1,7275,569,53,124,410.00,13,0.90,0
1168,5226.53,18.99,531.62,20,15675,553,51,117,531.62,11,0.91,0
1169,4746.3,18.99,160,831,3350,563,81,56,345.60,16,0.71,1
1170,12625.61,18.99,300,265,16050,626,110,25,648.00,23,0.08,1
1172,2900.28,18.95,350,0,5375,569,49,140,350.00,9,0.94,0
1173,8458.14,18.98,680,0,18150,486,53,130,680.00,14,0.89,0
1174,1933.67,18.99,307.48,636,800,541,36,136,307.48,7,0.95,1
1175,2042.46,18.99,493.51,0,11650,528,55,143,493.51,4,0.97,0
1176,1601.5,18.99,385,0,8000,531,45,139,385.00,4,0.97,0
1177,1576.14,18.99,180,33,6425,508,110,58,388.80,4,0.93,0
1178,2419.25,18.99,200,33,5425,537,94,61,432.00,6,0.90,0
1179,5262.96,18.98,526.13,0,9925,638,56,136,526.13,11,0.92,0
1181,1542.2,18.99,303.1,25,5625,474,52,117,303.10,5,0.96,0
1182,3743.71,18.99,230,0,13925,540,122,62,496.80,8,0.87,0
1183,5653.55,18.99,215,152,6550,589,115,33,464.40,14,0.58,1
1184,3136.52,18.99,215,33,7675,626,106,31,464.40,7,0.77,0
1185,2059.64,18.99,475,0,8000,666,49,69,475.00,5,0.93,0
1186,5135.7,19.07,400,16,9625,528,51,72,400.00,14,0.81,0
1187,1371.33,18.99,150,453,1625,514,70,36,300.00,5,0.86,1
1188,1860.43,18.99,540,0,11775,671,49,46,540.00,4,0.91,0
1189,2561.51,19.01,354,0,9150,430,49,50,354.00,8,0.84,0
1190,3472.25,18.99,165,523,4775,680,80,22,356.40,11,0.50,1
1191,1693.18,18.98,350,80,6350,526,43,108,350.00,5,0.95,0
1192,1349.05,18.99,290,0,11475,566,97,34,626.40,2,0.94,0
1193,1361.59,18.99,313.48,0,4800,533,48,68,313.48,5,0.93,0
1194,2309.41,18.95,320,0,5375,509,47,65,320.00,8,0.88,0
1195,1325.07,18.99,275,97,8325,541,101,31,594.00,2,0.94,0
1196,1297.9,18.99,250,0,10125,752,104,28,540.00,2,0.93,0
1197,8864.88,18.99,531.2,477,15175,495,49,65,531.20,20,0.69,1
1200,3330.3,18.99,270,93,8925,626,108,29,583.20,6,0.79,0
1201,4771.53,18.97,400,0,9350,445,47,60,400.00,13,0.78,0
1202,6072.68,18.98,370,79,10050,681,56,60,370.00,19,0.68,0
1203,1542.34,18.98,388.25,93,7475,598,44,165,388.25,4,0.98,0
1205,8246.84,18.99,397.98,800,5800,636,46,66,397.98,25,0.62,1
1206,3292.73,19.01,235,0,7100,566,99,31,470.00,7,0.77,0
1207,3864.14,18.98,160,75,4875,476,112,29,345.60,12,0.59,0
1208,5318.62,18.98,175,90,4675,552,113,33,378.00,16,0.52,0
1209,1601.41,18.98,215,0,7850,443,98,32,464.40,4,0.88,0
1210,2546.87,18.98,185,0,6100,509,104,28,399.60,7,0.75,0
1211,2022.15,18.99,150,68,4150,517,109,34,324.00,7,0.79,0
1212,2817.51,18.98,205,0,7900,511,107,28,442.80,7,0.75,0
1213,6796.51,18.99,232,0,8825,505,111,32,501.12,15,0.53,0
1214,3862.45,18.99,495,131,11800,580,49,67,495.00,8,0.88,1
1216,4156.99,18.99,485,0,9850,752,61,62,485.00,9,0.85,0
1218,17001.38,18.99,740,0,28225,486,67,77,740.00,29,0.62,0
1219,12679.09,18.99,320,0,22625,642,2131,31,691.20,22,0.29,0
1221,1485.25,19,325,40,5650,558,61,67,325.00,5,0.93,0
1222,9098.44,18.99,240,0,20150,501,152,30,518.40,21,0.30,0
1223,4152.51,18.99,510,0,10075,603,69,63,510.00,9,0.86,0
1224,12011.72,18.99,200,1021,5650,508,85,32,432.00,37,-0.16,1
1229,8897.94,19.12,245,6,12475,545,1657,31,529.20,20,0.35,0
1231,6442.28,18.99,300,34,10800,583,67,63,300.00,26,0.59,0
1232,8713.58,18.99,385,829,7950,476,49,60,385.00,28,0.53,1
1233,1639.09,18,400,29,6950,555,72,79,400.00,4,0.95,0
1234,4248.31,18.99,560,23,14500,453,57,60,560.00,8,0.87,0
1235,5468.73,18.99,355,404,8500,537,49,125,355.00,18,0.86,1
1238,3257.01,18,330,17,6575,523,70,120,330.00,11,0.91,0
1239,4097.8,18.99,400,4,10175,542,57,65,400.00,11,0.83,0
1240,8874.54,18.99,645,13,18725,636,68,60,645.00,16,0.73,0
1241,5568.41,18.99,475,0,10200,609,55,48,475.00,13,0.73,0
1242,13736.61,18.99,585,102,12550,516,67,74,585.00,30,0.59,0
1243,6595.93,18.99,340,8,14525,609,63,68,340.00,23,0.66,0
1246,6387.78,18.99,450,757,6425,622,44,48,450.00,16,0.67,1
1247,4330.76,19,395,0,6825,553,51,116,395.00,12,0.90,0
1250,4780.19,18.99,370,0,7700,599,61,124,370.00,15,0.88,0
1252,2240.43,18.99,195,0,5150,689,97,56,421.20,6,0.89,0
1254,1666.31,18.99,480,0,8100,507,49,59,480.00,4,0.93,0
1255,2955.89,18.99,500,0,9425,663,55,77,500.00,6,0.92,0
1256,2554.84,18.99,400,62,5500,411,43,72,400.00,7,0.90,0
1257,6210.86,18.99,175,0,9800,675,149,33,378.00,19,0.42,0
1258,3406.39,18,500,0,12450,579,73,52,500.00,7,0.87,0
1262,4016.88,18.99,150,0,4800,650,132,22,324.00,14,0.36,0
1263,11130.43,18.99,215,790,7525,378,93,28,464.40,30,-0.07,1
1264,8294.1,18,550,766,11650,696,56,66,550.00,17,0.74,1
1267,1353.79,18.99,220,89,10175,629,107,33,475.20,3,0.91,0
1268,4053.51,18.98,240,0,11875,598,103,28,518.40,8,0.71,0
1271,2549.83,18.99,205,0,8150,505,103,28,442.80,6,0.79,0
1272,3540.33,18.98,210,0,9925,555,108,30,453.60,8,0.73,0
1273,2551.98,18.98,400,0,8275,491,51,54,400.00,7,0.87,0
1274,1840.31,18.98,212,0,8650,601,105,25,457.92,4,0.84,0
1276,2391.98,18.99,170,16,6375,570,103,24,367.20,7,0.71,0
1277,2475.73,18.98,200,125,5625,529,104,890,432.00,6,0.99,0
1278,4356.26,18.99,180,292,6100,541,99,883,388.80,12,0.99,1
1279,9922.92,18.99,200,1023,8075,628,92,56,432.00,29,0.48,1
1281,1276.75,18.99,150,0,4775,685,101,60,324.00,4,0.93,0
1282,1768.58,18.99,190,13,7100,649,102,56,410.40,4,0.93,0
1283,3798.92,18.98,200,41,5450,595,102,54,432.00,10,0.81,0
1284,4657.04,18.99,180,76,4675,560,105,53,388.80,13,0.75,0
1285,1342.46,18.99,230,0,9150,449,105,60,496.80,3,0.95,0
1286,11880.65,18.98,225,1037,11475,626,101,54,486.00,31,0.43,1
1288,3128.96,18.99,195,6,6625,596,101,49,421.20,8,0.84,0
1289,4239.66,18.99,200,68,6525,520,111,31,432.00,11,0.65,0
1290,6596.83,18.99,200,110,5850,594,110,31,432.00,18,0.42,0
1291,6777.13,18,450,1109,7000,510,47,66,450.00,17,0.74,1
1292,4568.34,18.99,165,12,6150,478,101,30,356.40,14,0.53,0
1294,4269.48,18.99,200,28,6650,554,1702,28,432.00,11,0.61,0
1295,16161.03,18.99,245,1042,8550,605,98,31,529.20,42,-0.35,1
1297,3037.08,18.99,160,188,7175,572,107,26,345.60,10,0.62,1
1299,1944.97,18.99,190,71,7750,525,106,28,410.40,5,0.82,0
1301,2989.44,18.99,195,20,7675,533,107,33,421.20,8,0.76,0
1304,4553.72,18.98,206,70,7600,509,106,31,444.96,11,0.65,0
1305,1491.57,18.98,195,41,5125,568,101,25,421.20,4,0.84,0
1306,2366.1,18,175,1077,1900,624,91,30,378.00,7,0.77,1
1307,9960.85,18.99,180,1433,3525,568,80,25,388.80,33,-0.32,1
1308,13052.24,18.98,190,1386,5700,512,107,28,410.40,45,-0.61,1
1309,13489.41,18.98,210,1231,11075,501,106,25,453.60,41,-0.64,1
1310,4536.25,17.99,215,1209,5275,439,91,25,464.40,11,0.56,1
1311,9514.01,18.99,397.96,1148,9100,560,48,56,397.96,30,0.46,1
1312,6955.94,18.99,375,602,7275,612,68,60,375.00,22,0.63,1
1313,6311.92,18.99,410,591,7450,681,65,54,410.00,18,0.67,1
1314,4253.46,18,335,579,3575,556,62,60,335.00,14,0.77,1
1315,4275.29,18.99,325,897,3150,545,45,55,325.00,15,0.73,1
1318,4071.44,18,240,657,7950,565,113,25,518.40,8,0.68,1
1319,13575.03,18,215,1588,7900,506,103,29,464.40,39,-0.34,1
1321,5958.06,18.99,235,557,6625,559,94,28,470.00,14,0.50,1
1322,1775.66,23.5,298.44,27,4225,658,47,62,298.44,6,0.90,0
1323,2245.1,29.99,308.14,66,3850,582,43,120,308.14,8,0.93,0
1324,2893.17,24,328.58,72,5800,660,48,60,328.58,10,0.83,0
1325,5473.41,24.99,140.07,0,5100,553,132,27,302.55,23,0.15,0
